species,longitude,latitude
Rubus chamaemorus,4186956.4090000005,4437706.042
Rubus chamaemorus,4572292.483,3985117.621
Rubus chamaemorus,4760546.917,5232992.986
Rubus chamaemorus,4510758.329,4802312.957
Rubus chamaemorus,4165542.413,3981957.4389999993
Rubus chamaemorus,4387026.682,4392171.501
Rubus chamaemorus,5249026.472,4043399.717
Rubus chamaemorus,4764816.208,4716341.076
Rubus chamaemorus,4170907.423999999,4053470.818
Rubus chamaemorus,5011874.974,5312225.861
Rubus chamaemorus,4151239.2710000006,4314385.472
Rubus chamaemorus,4320793.285,4231679.416
Rubus chamaemorus,4880126.983,5195877.544
Rubus chamaemorus,4578404.817,4276071.79
Rubus chamaemorus,4841254.673,4990072.407
Rubus chamaemorus,4770247.925,5150615.042
Rubus chamaemorus,4492597.407,5028684.788
Rubus chamaemorus,4766011.741,5161812.881
Rubus chamaemorus,4200160.09,4428016.667
Rubus chamaemorus,4364425.869,4113245.562
Rubus chamaemorus,5058341.189,4252697.845
Rubus chamaemorus,5146972.296,4222635.431
Rubus chamaemorus,4625913.225,3997970.528
Rubus chamaemorus,4975367.924,5268218.951
Rubus chamaemorus,4352675.139,4155831.233
Rubus chamaemorus,4566374.335,4173991.526
Rubus chamaemorus,5070859.774,5274315.589000001
Rubus chamaemorus,4380853.969,4332388.552
Rubus chamaemorus,4456083.922,4133729.635
Rubus chamaemorus,5004863.32,4822595.126
Rubus chamaemorus,4772215.758000001,5132665.868
Rubus chamaemorus,4620612.136,4234693.076
Rubus chamaemorus,4419242.887,4509716.689
Rubus chamaemorus,4215433.859,4435312.574
Rubus chamaemorus,4502061.427,4203870.131
Rubus chamaemorus,4527180.936,4260575.602
Rubus chamaemorus,4331355.005,3753934.709
Rubus chamaemorus,5355812.754,4599195.505
Rubus chamaemorus,4798090.662,5016174.424000001
Rubus chamaemorus,5022728.824999999,4664641.356
Rubus chamaemorus,4325135.751,4060468.341
Rubus chamaemorus,4605402.821,5033625.654
Rubus chamaemorus,5205269.302,4625201.464
Rubus chamaemorus,4509796.706,4890497.939
Rubus chamaemorus,5270523.494,3957319.035
Rubus chamaemorus,4671805.553,5191311.136
Rubus chamaemorus,4870842.952,5041807.7299999995
Rubus chamaemorus,5086725.895,4637087.461
Rubus chamaemorus,4944858.99,4843434.102
Rubus chamaemorus,4329328.771,4289732.457
Rubus chamaemorus,4809590.814,5017841.035
Rubus chamaemorus,4719326.05,4622293.163
Rubus chamaemorus,4122978.451,4177041.315
Rubus chamaemorus,5094823.798,5065451.888
Rubus chamaemorus,4865504.455,5118404.387
Rubus chamaemorus,5182960.166,3968849.96
Rubus chamaemorus,4203813.655,3996710.8179999995
Rubus chamaemorus,5167833.533,4925534.942
Rubus chamaemorus,4772436.492,4776121.447
Rubus chamaemorus,4876680.473,5131883.817
Rubus chamaemorus,5102783.831,4297254.727
Rubus chamaemorus,4435784.744,4308259.976
Rubus chamaemorus,4115510.038,4194033.612
Rubus chamaemorus,4436489.683,4090916.07
Rubus chamaemorus,5009683.272,4993577.789
Rubus chamaemorus,4716032.601,4801496.375
Rubus chamaemorus,4469430.601,5004806.1219999995
Rubus chamaemorus,4396567.95,4592073.804
Rubus chamaemorus,4798249.386,5103560.691000001
Rubus chamaemorus,5130310.308,4773029.636
Rubus chamaemorus,4517490.06,5028129.789
Rubus chamaemorus,5036131.307,4917934.852
Rubus chamaemorus,4319003.517,4551001.968
Rubus chamaemorus,4338060.386,4345135.742
Rubus chamaemorus,4953331.565999999,5042726.807
